18170001,TTK,TTT,TUD
18170002,TTK,TTT,TUD
18170003,TTK,TTT,TUD
18170004,TTK,TTT,TUD
18170005,TTK,TTT,TUD
18170006,TTK,TTT,TUD
18170007,TTK,TTT,TUD
18170008,TTK,TTT,TUD
18170009,TTK,TTT,TUD
18170010,TTK,TTT,TUD
18170011,TTK,TTT,TUD
18170012,TTK,TTT,TUD
18170013,TTK,TTT,TUD
18170014,TTK,TTT,TUD
18170015,TTK,TTT,TUD
18170016,TTK,TTT,TUD
18170017,TTK,TTT,TUD
18170018,TTK,TTT,TUD
18170019,TTK,TTT,TUD
18170020,TTK,TTT,TUD
18170021,TTK,TTT,TUD
18170022,TTK,TTT,TUD
18170023,TTK,TTT,TUD
18170024,TTK,TTT,TUD
18170025,TTK,TTT,TUD
18170026,TTK,TTT,TUD
18170027,TTK,TTT,TUD
18170028,TTK,TTT,TUD
18170029,TTK,TTT,TUD
18170030,TTK,TTT,TUD
