19120057,PHY02,CHE02,SSC
19120059,PHY02,CHE02,SSC
19120061,PHY02,CHE02,SSC
19120063,PHY02,CHE02,SSC
19120065,PHY02,CHE02,SSC
19120067,PHY02,CHE02,SSC
19120069,PHY02,CHE02,SSC
19120071,PHY02,CHE02,SSC
19120073,PHY02,CHE02,SSC
19120075,PHY02,CHE02,SSC
19120077,PHY02,CHE02,SSC
19120079,PHY02,CHE02,SSC
19120081,PHY02,CHE02,SSC
19120083,PHY02,CHE02,SSC
19120085,PHY02,CHE02,SSC
19120087,PHY02,CHE02,SSC
19120089,PHY02,CHE02,SSC
19120091,PHY02,CHE02,SSC
19120093,PHY02,CHE02,SSC
19120095,PHY02,CHE02,SSC
19120097,PHY02,CHE02,SSC
19120099,PHY02,CHE02,SSC
19120101,PHY02,CHE02,SSC
19120103,PHY02,CHE02,SSC
19120105,PHY02,CHE02,SSC
19120107,PHY02,CHE02,SSC
19120109,PHY02,CHE02,SSC
19120111,PHY02,CHE02,SSC
19120113,PHY02,CHE02,SSC
19120115,PHY02,CHE02,SSC
