18150020,TTK,TTT,TUD
18150022,TTK,TTT,TUD
18150024,TTK,TTT,TUD
18150026,TTK,TTT,TUD
18150028,TTK,TTT,TUD
18150030,TTK,TTT,TUD
18150032,TTK,TTT,TUD
18150034,TTK,TTT,TUD
18150036,TTK,TTT,TUD
18150038,TTK,TTT,TUD
18150040,TTK,TTT,TUD
18150042,TTK,TTT,TUD
18150044,TTK,TTT,TUD
18150046,TTK,TTT,TUD
18150048,TTK,TTT,TUD
18150050,TTK,TTT,TUD
18150052,TTK,TTT,TUD
18150054,TTK,TTT,TUD
18150056,TTK,TTT,TUD
18150058,TTK,TTT,TUD
18150060,TTK,TTT,TUD
18150062,TTK,TTT,TUD
18150064,TTK,TTT,TUD
18150066,TTK,TTT,TUD
18150068,TTK,TTT,TUD
18150070,TTK,TTT,TUD
18150072,TTK,TTT,TUD
18150074,TTK,TTT,TUD
18150076,TTK,TTT,TUD
18150078,TTK,TTT,TUD
