19120057,TLDC,CSC05,KTDC
19120059,TLDC,CSC05,KTDC
19120061,TLDC,CSC05,KTDC
19120063,TLDC,CSC05,KTDC
19120065,TLDC,CSC05,KTDC
19120067,TLDC,CSC05,KTDC
19120069,TLDC,CSC05,KTDC
19120071,TLDC,CSC05,KTDC
19120073,TLDC,CSC05,KTDC
19120075,TLDC,CSC05,KTDC
19120077,TLDC,CSC05,KTDC
19120079,TLDC,CSC05,KTDC
19120081,TLDC,CSC05,KTDC
19120083,TLDC,CSC05,KTDC
19120085,TLDC,CSC05,KTDC
19120087,TLDC,CSC05,KTDC
19120089,TLDC,CSC05,KTDC
19120091,TLDC,CSC05,KTDC
19120093,TLDC,CSC05,KTDC
19120095,TLDC,CSC05,KTDC
19120097,TLDC,CSC05,KTDC
19120099,TLDC,CSC05,KTDC
19120101,TLDC,CSC05,KTDC
19120103,TLDC,CSC05,KTDC
19120105,TLDC,CSC05,KTDC
19120107,TLDC,CSC05,KTDC
19120109,TLDC,CSC05,KTDC
19120111,TLDC,CSC05,KTDC
19120113,TLDC,CSC05,KTDC
19120115,TLDC,CSC05,KTDC
