19150001,HP1000,MMT,MTH007
19150002,HP1000,MMT,MTH007
19150003,HP1000,MMT,MTH007
19150004,HP1000,MMT,MTH007
19150005,HP1000,MMT,MTH007
19150006,HP1000,MMT,MTH007
19150007,HP1000,MMT,MTH007
19150008,HP1000,MMT,MTH007
19150009,HP1000,MMT,MTH007
19150010,HP1000,MMT,MTH007
19150011,HP1000,MMT,MTH007
19150012,HP1000,MMT,MTH007
19150013,HP1000,MMT,MTH007
19150014,HP1000,MMT,MTH007
19150015,HP1000,MMT,MTH007
19150016,HP1000,MMT,MTH007
19150017,HP1000,MMT,MTH007
19150018,HP1000,MMT,MTH007
19150019,HP1000,MMT,MTH007
19150020,HP1000,MMT,MTH007
19150021,HP1000,MMT,MTH007
19150022,HP1000,MMT,MTH007
19150023,HP1000,MMT,MTH007
19150024,HP1000,MMT,MTH007
19150025,HP1000,MMT,MTH007
19150026,HP1000,MMT,MTH007
19150027,HP1000,MMT,MTH007
19150028,HP1000,MMT,MTH007
19150029,HP1000,MMT,MTH007
19150030,HP1000,MMT,MTH007
