18110001,MTH0013,BAA0001,
18110004,MTH0013,BAA0001,
18110007,MTH0013,BAA0001,
18110010,MTH0013,BAA0001,
18110013,MTH0013,BAA0001,
18110016,MTH0013,BAA0001,
18110019,MTH0013,BAA0001,
18110022,MTH0013,BAA0001,
18110025,MTH0013,BAA0001,
18110028,MTH0013,BAA0001,
18110031,MTH0013,BAA0001,THC0001
18110034,MTH0013,BAA0001,THC0001
18110037,MTH0013,BAA0001,THC0001
18110040,MTH0013,BAA0001,THC0001
18110043,MTH0013,BAA0001,THC0001
18110046,MTH0013,PHY0002,THC0001
18110049,MTH0013,PHY0002,THC0001
18110052,MTH0013,PHY0002,THC0001
18110055,MTH0013,PHY0002,THC0001
18110058,MTH0013,PHY0002,THC0001
18110061,MTH0013,PHY0002,
18110064,MTH0013,PHY0002,
18110067,MTH0013,PHY0002,
18110070,MTH0013,PHY0002,
18110073,MTH0013,PHY0002,
18110076,MTH0013,PHY0002,
18110079,MTH0013,PHY0002,
18110082,MTH0013,PHY0002,
18110085,MTH0013,PHY0002,
18110088,MTH0013,PHY0002,
