18150020,BAA0017,THC0001
18150022,BAA0017,THC0001
18150024,BAA0017,THC0001
18150026,BAA0017,THC0001
18150028,BAA0017,THC0001
18150030,BAA0017,THC0001
18150032,BAA0017,THC0001
18150034,BAA0017,THC0001
18150036,BAA0017,THC0001
18150038,BAA0017,THC0001
18150040,BAA0017,THC0001
18150042,BAA0017,THC0001
18150044,BAA0017,THC0001
18150046,BAA0017,THC0001
18150048,BAA0017,THC0001
18150050,BAA0017,BAA0001
18150052,BAA0017,BAA0001
18150054,BAA0017,BAA0001
18150056,BAA0017,BAA0001
18150058,BAA0017,BAA0001
18150060,BAA0017,BAA0001
18150062,BAA0017,BAA0001
18150064,BAA0017,BAA0001
18150066,BAA0017,BAA0001
18150068,BAA0017,BAA0001
18150070,BAA0017,BAA0001
18150072,BAA0017,BAA0001
18150074,BAA0017,BAA0001
18150076,BAA0017,BAA0001
18150078,BAA0017,BAA0001
