19170020,HHS,MTH007,SHK,TUD
19170021,HHS,MTH007,SHK,TUD
19170022,HHS,MTH007,SHK,TUD
19170023,HHS,MTH007,SHK,TUD
19170024,HHS,MTH007,SHK,TUD
19170025,HHS,MTH007,SHK,TUD
19170026,HHS,MTH007,SHK,TUD
19170027,HHS,MTH007,SHK,TUD
19170028,HHS,MTH007,SHK,TUD
19170029,HHS,MTH007,SHK,TUD
19170030,HHS,MTH007,SHK,TUD
19170031,HHS,MTH007,SHK,TUD
19170032,HHS,MTH007,SHK,TUD
19170033,HHS,MTH007,SHK,TUD
19170034,HHS,MTH007,SHK,TUD
19170035,HHS,MTH007,SHK,TUD
19170036,HHS,MTH007,SHK,TUD
19170037,HHS,MTH007,SHK,TUD
19170038,HHS,MTH007,SHK,TUD
19170039,HHS,MTH007,SHK,TUD
19170040,HHS,MTH007,SHK,TUD
19170041,HHS,MTH007,SHK,TUD
19170042,HHS,MTH007,SHK,TUD
19170043,HHS,MTH007,SHK,TUD
19170044,HHS,MTH007,SHK,TUD
19170045,HHS,MTH007,SHK,TUD
19170046,HHS,MTH007,SHK,TUD
19170047,HHS,MTH007,SHK,TUD
19170048,HHS,MTH007,SHK,TUD
19170049,HHS,MTH007,SHK,TUD
