20110001,CHE01,ABC2
20110002,CHE01,ABC2
20110003,CHE01,ABC2
20110004,CHE01,ABC2
20110005,CHE01,ABC2
20110006,CHE01,ABC2
20110007,CHE01,ABC2
20110008,CHE01,ABC2
20110009,CHE01,ABC2
20110010,CHE01,ABC2
20110011,CHE01,ABC2
20110012,CHE01,ABC2
20110013,CHE01,ABC2
20110014,CHE01,ABC2
20110015,CHE01,ABC2
20110016,CHE01,ABC2
20110017,CHE01,ABC2
20110018,CHE01,ABC2
20110019,CHE01,ABC2
20110020,CHE01,ABC2
20110021,CHE01,ABC2
20110022,CHE01,ABC2
20110023,CHE01,ABC2
20110024,CHE01,ABC2
20110025,CHE01,ABC2
20110026,CHE01,ABC2
20110027,CHE01,ABC2
20110028,CHE01,ABC2
20110029,CHE01,ABC2
20110030,CHE01,ABC2
