18110001,MTH0018,BAA0006,
18110004,MTH0018,BAA0006,
18110007,MTH0018,BAA0006,
18110010,MTH0018,BAA0006,
18110013,MTH0018,BAA0006,
18110016,MTH0018,BAA0006,
18110019,MTH0018,BAA0006,
18110022,MTH0018,BAA0006,
18110025,MTH0018,BAA0006,
18110028,MTH0018,BAA0006,
18110031,MTH0018,BAA0006,PHY0001
18110034,MTH0018,BAA0006,PHY0001
18110037,MTH0018,BAA0006,PHY0001
18110040,MTH0018,BAA0006,PHY0001
18110043,MTH0018,BAA0006,PHY0001
18110046,MTH0018,MTH0004,PHY0001
18110049,MTH0018,MTH0004,PHY0001
18110052,MTH0018,MTH0004,PHY0001
18110055,MTH0018,MTH0004,PHY0001
18110058,MTH0018,MTH0004,PHY0001
18110061,MTH0018,MTH0004,
18110064,MTH0018,MTH0004,
18110067,MTH0018,MTH0004,
18110070,MTH0018,MTH0004,
18110073,MTH0018,MTH0004,
18110076,MTH0018,MTH0004,
18110079,MTH0018,MTH0004,
18110082,MTH0018,MTH0004,
18110085,MTH0018,MTH0004,
18110088,MTH0018,MTH0004,
