19110001,ABC4,HHS,MTH007,TUD
19110002,ABC4,HHS,MTH007,TUD
19110003,ABC4,HHS,MTH007,TUD
19110004,ABC4,HHS,MTH007,TUD
19110005,ABC4,HHS,MTH007,TUD
19110006,ABC4,HHS,MTH007,TUD
19110007,ABC4,HHS,MTH007,TUD
19110008,ABC4,HHS,MTH007,TUD
19110009,ABC4,HHS,MTH007,TUD
19110010,ABC4,HHS,MTH007,TUD
19110011,ABC4,HHS,MTH007,TUD
19110012,ABC4,HHS,MTH007,TUD
19110013,ABC4,HHS,MTH007,TUD
19110014,ABC4,HHS,MTH007,TUD
19110015,ABC4,HHS,MTH007,TUD
19110016,ABC4,HHS,MTH007,TUD
19110017,ABC4,HHS,MTH007,TUD
19110018,ABC4,HHS,MTH007,TUD
19110019,ABC4,HHS,MTH007,TUD
19110020,ABC4,HHS,MTH007,TUD
19110021,ABC4,HHS,MTH007,TUD
19110022,ABC4,HHS,MTH007,TUD
19110023,ABC4,HHS,MTH007,TUD
19110024,ABC4,HHS,MTH007,TUD
19110025,ABC4,HHS,MTH007,TUD
19110026,ABC4,HHS,MTH007,TUD
19110027,ABC4,HHS,MTH007,TUD
19110028,ABC4,HHS,MTH007,TUD
19110029,ABC4,HHS,MTH007,TUD
19110030,ABC4,HHS,MTH007,TUD
