18170001,HHC,SHK,SHS,SSC,TUD
18170002,HHC,SHK,SHS,SSC,TUD
18170003,HHC,SHK,SHS,SSC,TUD
18170004,HHC,SHK,SHS,SSC,TUD
18170005,HHC,SHK,SHS,SSC,TUD
18170006,HHC,SHK,SHS,SSC,TUD
18170007,HHC,SHK,SHS,SSC,TUD
18170008,HHC,SHK,SHS,SSC,TUD
18170009,HHC,SHK,SHS,SSC,TUD
18170010,HHC,SHK,SHS,SSC,TUD
18170011,HHC,SHK,SHS,SSC,TUD
18170012,HHC,SHK,SHS,SSC,TUD
18170013,HHC,SHK,SHS,SSC,TUD
18170014,HHC,SHK,SHS,SSC,TUD
18170015,HHC,SHK,SHS,SSC,TUD
18170016,HHC,SHK,SHS,SSC,TUD
18170017,HHC,SHK,SHS,SSC,TUD
18170018,HHC,SHK,SHS,SSC,TUD
18170019,HHC,SHK,SHS,SSC,TUD
18170020,HHC,SHK,SHS,SSC,TUD
18170021,HHC,SHK,SHS,SSC,TUD
18170022,HHC,SHK,SHS,SSC,TUD
18170023,HHC,SHK,SHS,SSC,TUD
18170024,HHC,SHK,SHS,SSC,TUD
18170025,HHC,SHK,SHS,SSC,TUD
18170026,HHC,SHK,SHS,SSC,TUD
18170027,HHC,SHK,SHS,SSC,TUD
18170028,HHC,SHK,SHS,SSC,TUD
18170029,HHC,SHK,SHS,SSC,TUD
18170030,HHC,SHK,SHS,SSC,TUD
