18110001,TTK,TTT,TUD
18110004,TTK,TTT,TUD
18110007,TTK,TTT,TUD
18110010,TTK,TTT,TUD
18110013,TTK,TTT,TUD
18110016,TTK,TTT,TUD
18110019,TTK,TTT,TUD
18110022,TTK,TTT,TUD
18110025,TTK,TTT,TUD
18110028,TTK,TTT,TUD
18110031,TTK,TTT,TUD
18110034,TTK,TTT,TUD
18110037,TTK,TTT,TUD
18110040,TTK,TTT,TUD
18110043,TTK,TTT,TUD
18110046,TTK,TTT,TUD
18110049,TTK,TTT,TUD
18110052,TTK,TTT,TUD
18110055,TTK,TTT,TUD
18110058,TTK,TTT,TUD
18110061,TTK,TTT,TUD
18110064,TTK,TTT,TUD
18110067,TTK,TTT,TUD
18110070,TTK,TTT,TUD
18110073,TTK,TTT,TUD
18110076,TTK,TTT,TUD
18110079,TTK,TTT,TUD
18110082,TTK,TTT,TUD
18110085,TTK,TTT,TUD
18110088,TTK,TTT,TUD
