18110001,CHE01,ABC2
18110004,CHE01,ABC2
18110007,CHE01,ABC2
18110010,CHE01,ABC2
18110013,CHE01,ABC2
18110016,CHE01,ABC2
18110019,CHE01,ABC2
18110022,CHE01,ABC2
18110025,CHE01,ABC2
18110028,CHE01,ABC2
18110031,CHE01,ABC2
18110034,CHE01,ABC2
18110037,CHE01,ABC2
18110040,CHE01,ABC2
18110043,CHE01,ABC2
18110046,CHE01,ABC2
18110049,CHE01,ABC2
18110052,CHE01,ABC2
18110055,CHE01,ABC2
18110058,CHE01,ABC2
18110061,CHE01,ABC2
18110064,CHE01,ABC2
18110067,CHE01,ABC2
18110070,CHE01,ABC2
18110073,CHE01,ABC2
18110076,CHE01,ABC2
18110079,CHE01,ABC2
18110082,CHE01,ABC2
18110085,CHE01,ABC2
18110088,CHE01,ABC2
