18170001,CHE01,ABC2
18170002,CHE01,ABC2
18170003,CHE01,ABC2
18170004,CHE01,ABC2
18170005,CHE01,ABC2
18170006,CHE01,ABC2
18170007,CHE01,ABC2
18170008,CHE01,ABC2
18170009,CHE01,ABC2
18170010,CHE01,ABC2
18170011,CHE01,ABC2
18170012,CHE01,ABC2
18170013,CHE01,ABC2
18170014,CHE01,ABC2
18170015,CHE01,ABC2
18170016,CHE01,ABC2
18170017,CHE01,ABC2
18170018,CHE01,ABC2
18170019,CHE01,ABC2
18170020,CHE01,ABC2
18170021,CHE01,ABC2
18170022,CHE01,ABC2
18170023,CHE01,ABC2
18170024,CHE01,ABC2
18170025,CHE01,ABC2
18170026,CHE01,ABC2
18170027,CHE01,ABC2
18170028,CHE01,ABC2
18170029,CHE01,ABC2
18170030,CHE01,ABC2
