17120001,PHY01,CHE01
17120002,PHY01,CHE01
17120003,PHY01,CHE01
17120004,PHY01,CHE01
17120005,PHY01,CHE01
17120006,PHY01,CHE01
17120007,PHY01,CHE01
17120008,PHY01,CHE01
17120009,PHY01,CHE01
17120010,PHY01,CHE01
17120011,PHY01,CHE01
17120012,PHY01,CHE01
17120013,PHY01,CHE01
17120014,PHY01,CHE01
17120015,PHY01,CHE01
17120016,PHY01,CHE01
17120017,PHY01,CHE01
17120018,PHY01,CHE01
17120019,PHY01,CHE01
17120020,PHY01,CHE01
17120021,PHY01,CHE01
17120022,PHY01,CHE01
17120023,PHY01,CHE01
17120024,PHY01,CHE01
17120025,PHY01,CHE01
17120026,PHY01,CHE01
17120027,PHY01,CHE01
17120028,PHY01,CHE01
17120029,PHY01,CHE01
17120030,PHY01,CHE01
