20150031,ABC4,HP1000,SSC,TUD
20150032,ABC4,HP1000,SSC,TUD
20150033,ABC4,HP1000,SSC,TUD
20150034,ABC4,HP1000,SSC,TUD
20150035,ABC4,HP1000,SSC,TUD
20150036,ABC4,HP1000,SSC,TUD
20150037,ABC4,HP1000,SSC,TUD
20150038,ABC4,HP1000,SSC,TUD
20150039,ABC4,HP1000,SSC,TUD
20150040,ABC4,HP1000,SSC,TUD
20150041,ABC4,HP1000,SSC,TUD
20150042,ABC4,HP1000,SSC,TUD
20150043,ABC4,HP1000,SSC,TUD
20150044,ABC4,HP1000,SSC,TUD
20150045,ABC4,HP1000,SSC,TUD
20150046,ABC4,HP1000,SSC,TUD
20150047,ABC4,HP1000,SSC,TUD
20150048,ABC4,HP1000,SSC,TUD
20150049,ABC4,HP1000,SSC,TUD
20150050,ABC4,HP1000,SSC,TUD
20150051,ABC4,HP1000,SSC,TUD
20150052,ABC4,HP1000,SSC,TUD
20150053,ABC4,HP1000,SSC,TUD
20150054,ABC4,HP1000,SSC,TUD
20150055,ABC4,HP1000,SSC,TUD
20150056,ABC4,HP1000,SSC,TUD
20150057,ABC4,HP1000,SSC,TUD
20150058,ABC4,HP1000,SSC,TUD
20150059,ABC4,HP1000,SSC,TUD
20150060,ABC4,HP1000,SSC,TUD
