20150001,HP1000,MMT,MTH007
20150002,HP1000,MMT,MTH007
20150003,HP1000,MMT,MTH007
20150004,HP1000,MMT,MTH007
20150005,HP1000,MMT,MTH007
20150006,HP1000,MMT,MTH007
20150007,HP1000,MMT,MTH007
20150008,HP1000,MMT,MTH007
20150009,HP1000,MMT,MTH007
20150010,HP1000,MMT,MTH007
20150011,HP1000,MMT,MTH007
20150012,HP1000,MMT,MTH007
20150013,HP1000,MMT,MTH007
20150014,HP1000,MMT,MTH007
20150015,HP1000,MMT,MTH007
20150016,HP1000,MMT,MTH007
20150017,HP1000,MMT,MTH007
20150018,HP1000,MMT,MTH007
20150019,HP1000,MMT,MTH007
20150020,HP1000,MMT,MTH007
20150021,HP1000,MMT,MTH007
20150022,HP1000,MMT,MTH007
20150023,HP1000,MMT,MTH007
20150024,HP1000,MMT,MTH007
20150025,HP1000,MMT,MTH007
20150026,HP1000,MMT,MTH007
20150027,HP1000,MMT,MTH007
20150028,HP1000,MMT,MTH007
20150029,HP1000,MMT,MTH007
20150030,HP1000,MMT,MTH007
