17120031,HP3,TTT
17120032,HP3,TTT
17120033,HP3,TTT
17120034,HP3,TTT
17120035,HP3,TTT
17120036,HP3,TTT
17120037,HP3,TTT
17120038,HP3,TTT
17120039,HP3,TTT
17120040,HP3,TTT
17120041,HP3,TTT
17120042,HP3,TTT
17120043,HP3,TTT
17120044,HP3,TTT
17120045,HP3,TTT
17120046,HP3,TTT
17120047,HP3,TTT
17120048,HP3,TTT
17120049,HP3,TTT
17120050,HP3,TTT
17120051,HP3,TTT
17120052,HP3,TTT
17120053,HP3,TTT
17120054,HP3,TTT
17120055,HP3,TTT
17120056,HP3,TTT
17120057,HP3,TTT
17120058,HP3,TTT
17120059,HP3,TTT
17120060,HP3,TTT
