18170001,HHK,TTT
18170002,HHK,TTT
18170003,HHK,TTT
18170004,HHK,TTT
18170005,HHK,TTT
18170006,HHK,TTT
18170007,HHK,TTT
18170008,HHK,TTT
18170009,HHK,TTT
18170010,HHK,TTT
18170011,HHK,TTT
18170012,HHK,TTT
18170013,HHK,TTT
18170014,HHK,TTT
18170015,HHK,TTT
18170016,HHK,TTT
18170017,HHK,TTT
18170018,HHK,TTT
18170019,HHK,TTT
18170020,HHK,TTT
18170021,HHK,TTT
18170022,HHK,TTT
18170023,HHK,TTT
18170024,HHK,TTT
18170025,HHK,TTT
18170026,HHK,TTT
18170027,HHK,TTT
18170028,HHK,TTT
18170029,HHK,TTT
18170030,HHK,TTT
