20120031,ABC4,HCM,HHC
20120032,ABC4,HCM,HHC
20120033,ABC4,HCM,HHC
20120034,ABC4,HCM,HHC
20120035,ABC4,HCM,HHC
20120036,ABC4,HCM,HHC
20120037,ABC4,HCM,HHC
20120038,ABC4,HCM,HHC
20120039,ABC4,HCM,HHC
20120040,ABC4,HCM,HHC
20120041,ABC4,HCM,HHC
20120042,ABC4,HCM,HHC
20120043,ABC4,HCM,HHC
20120044,ABC4,HCM,HHC
20120045,ABC4,HCM,HHC
20120046,ABC4,HCM,HHC
20120047,ABC4,HCM,HHC
20120048,ABC4,HCM,HHC
20120049,ABC4,HCM,HHC
20120050,ABC4,HCM,HHC
20120051,ABC4,HCM,HHC
20120052,ABC4,HCM,HHC
20120053,ABC4,HCM,HHC
20120054,ABC4,HCM,HHC
20120055,ABC4,HCM,HHC
20120056,ABC4,HCM,HHC
20120057,ABC4,HCM,HHC
20120058,ABC4,HCM,HHC
20120059,ABC4,HCM,HHC
20120060,ABC4,HCM,HHC
