18120001,BAA0002,HPH0001,
18120002,BAA0002,HPH0001,
18120003,BAA0002,HPH0001,
18120004,BAA0002,HPH0001,
18120005,BAA0002,HPH0001,
18120006,BAA0002,CSC0003,
18120007,BAA0002,CSC0003,
18120008,BAA0002,CSC0003,
18120009,BAA0002,CSC0003,
18120010,BAA0002,CSC0003,
18120011,CSC0003,CHE0002,
18120012,CSC0003,CHE0002,
18120013,CSC0003,CHE0002,
18120014,CSC0003,CHE0002,
18120015,CSC0003,CHE0002,
18120016,CHE0002,MTH0003,HPH0001
18120017,CHE0002,MTH0003,HPH0001
18120018,CHE0002,MTH0003,HPH0001
18120019,CHE0002,MTH0003,HPH0001
18120020,CHE0002,MTH0003,HPH0001
18120021,CHE0002,MTH0003,
18120022,CHE0002,MTH0003,
18120023,CHE0002,MTH0003,
18120024,CHE0002,MTH0003,
18120025,CHE0002,MTH0003,
18120026,CHE0002,MTH0003,
18120027,CHE0002,MTH0003,
18120028,CHE0002,MTH0003,
18120029,CHE0002,MTH0003,
18120030,CHE0002,MTH0003,
